PC=00000000, ---
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=733fddcd
PC=00000344, REG[14]=794f06e5
PC=00000348, REG[15]=e593b009
PC=0000034c, REG[12]=e593b00a
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=c77e6109
PC=00000364, REG[14]=8698d141
PC=00000368, REG[13]=227a4345
PC=0000036c, REG[14]=4e17324a
PC=00000370, REG[14]=7091758f
PC=00000374, REG[15]=7091758f
PC=00000378, REG[10]=e122eb1e
PC=0000037c, ---
PC=00000380, REG[10]=7091758f
PC=00000384, ---
PC=000002b8, REG[15]=7091758f
PC=000002bc, REG[14]=0000018f
PC=000002c0, REG[15]=00000054
PC=000002c4, REG[15]=00000150
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010140
PC=000002d0, ---
PC=000002d4, REG[15]=00000054
PC=000002d8, REG[15]=00000055
PC=000002dc, ---
PC=000002e0, REG[14]=00000055
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=e593b00a
PC=00000344, REG[14]=7091758f
PC=00000348, REG[15]=0d1ce7c2
PC=0000034c, REG[12]=0d1ce7c3
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=41e979c2
PC=00000364, REG[14]=d31e9b23
PC=00000368, REG[13]=44ade945
PC=0000036c, REG[14]=150814e5
PC=00000370, REG[14]=59b5fe2a
PC=00000374, REG[15]=59b5fe2a
PC=00000378, REG[10]=b36bfc54
PC=0000037c, ---
PC=00000380, REG[10]=59b5fe2a
PC=00000384, ---
PC=000002b8, REG[15]=59b5fe2a
PC=000002bc, REG[14]=0000022a
PC=000002c0, REG[15]=00000055
PC=000002c4, REG[15]=00000154
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010144
PC=000002d0, ---
PC=000002d4, REG[15]=00000055
PC=000002d8, REG[15]=00000056
PC=000002dc, ---
PC=000002e0, REG[14]=00000056
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=0d1ce7c3
PC=00000344, REG[14]=59b5fe2a
PC=00000348, REG[15]=6d8d7a47
PC=0000034c, REG[12]=6d8d7a48
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=37ad9947
PC=00000364, REG[14]=74868362
PC=00000368, REG[13]=03ec3d24
PC=0000036c, REG[14]=ac341ca9
PC=00000370, REG[14]=b02059cd
PC=00000374, REG[15]=b02059cd
PC=00000378, REG[10]=6040b39a
PC=0000037c, ---
PC=00000380, REG[10]=302059cd
PC=00000384, ---
PC=000002b8, REG[15]=302059cd
PC=000002bc, REG[14]=000001cd
PC=000002c0, REG[15]=00000056
PC=000002c4, REG[15]=00000158
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010148
PC=000002d0, ---
PC=000002d4, REG[15]=00000056
PC=000002d8, REG[15]=00000057
PC=000002dc, ---
PC=000002e0, REG[14]=00000057
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=6d8d7a48
PC=00000344, REG[14]=b02059cd
PC=00000348, REG[15]=fd7036a8
PC=0000034c, REG[12]=fd7036a9
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=8b331ea8
PC=00000364, REG[14]=228d7c09
PC=00000368, REG[13]=20c5fa11
PC=0000036c, REG[14]=adc09ab1
PC=00000370, REG[14]=ce8694c2
PC=00000374, REG[15]=ce8694c2
PC=00000378, REG[10]=9d0d2984
PC=0000037c, ---
PC=00000380, REG[10]=4e8694c2
PC=00000384, ---
PC=000002b8, REG[15]=4e8694c2
PC=000002bc, REG[14]=000000c2
PC=000002c0, REG[15]=00000057
PC=000002c4, REG[15]=0000015c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001014c
PC=000002d0, ---
PC=000002d4, REG[15]=00000057
PC=000002d8, REG[15]=00000058
PC=000002dc, ---
PC=000002e0, REG[14]=00000058
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=fd7036a9
PC=00000344, REG[14]=ce8694c2
PC=00000348, REG[15]=343472b5
PC=0000034c, REG[12]=343472b6
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=e44bafb5
PC=00000364, REG[14]=3e5e641a
PC=00000368, REG[13]=4bd15071
PC=0000036c, REG[14]=22aa13cf
PC=00000370, REG[14]=6e7b6440
PC=00000374, REG[15]=6e7b6440
PC=00000378, REG[10]=dcf6c880
PC=0000037c, ---
PC=00000380, REG[10]=6e7b6440
PC=00000384, ---
PC=000002b8, REG[15]=6e7b6440
PC=000002bc, REG[14]=00000040
PC=000002c0, REG[15]=00000058
PC=000002c4, REG[15]=00000160
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010150
PC=000002d0, ---
PC=000002d4, REG[15]=00000058
PC=000002d8, REG[15]=00000059
PC=000002dc, ---
PC=000002e0, REG[14]=00000059
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=343472b6
PC=00000344, REG[14]=6e7b6440
PC=00000348, REG[15]=fe0e73fe
PC=0000034c, REG[12]=fe0e73ff
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=0623a1fe
PC=00000364, REG[14]=fbac5f40
PC=00000368, REG[13]=0f9e0e83
PC=0000036c, REG[14]=01d0013e
PC=00000370, REG[14]=116e0fc1
PC=00000374, REG[15]=116e0fc1
PC=00000378, REG[10]=22dc1f82
PC=0000037c, ---
PC=00000380, REG[10]=116e0fc1
PC=00000384, ---
PC=000002b8, REG[15]=116e0fc1
PC=000002bc, REG[14]=000003c1
PC=000002c0, REG[15]=00000059
PC=000002c4, REG[15]=00000164
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010154
PC=000002d0, ---
PC=000002d4, REG[15]=00000059
PC=000002d8, REG[15]=0000005a
PC=000002dc, ---
PC=000002e0, REG[14]=0000005a
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=fe0e73ff
PC=00000344, REG[14]=116e0fc1
PC=00000348, REG[15]=0b80e4d3
PC=0000034c, REG[12]=0b80e4d4
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=cac86fd3
PC=00000364, REG[14]=217e83ed
PC=00000368, REG[13]=4c00a70f
PC=0000036c, REG[14]=ec46f3c0
PC=00000370, REG[14]=38479acf
PC=00000374, REG[15]=38479acf
PC=00000378, REG[10]=708f359e
PC=0000037c, ---
PC=00000380, REG[10]=38479acf
PC=00000384, ---
PC=000002b8, REG[15]=38479acf
PC=000002bc, REG[14]=000002cf
PC=000002c0, REG[15]=0000005a
PC=000002c4, REG[15]=00000168
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010158
PC=000002d0, ---
PC=000002d4, REG[15]=0000005a
PC=000002d8, REG[15]=0000005b
PC=000002dc, ---
PC=000002e0, REG[14]=0000005b
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=0b80e4d4
PC=00000344, REG[14]=38479acf
PC=00000348, REG[15]=16916544
PC=0000034c, REG[12]=16916545
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=26d64944
PC=00000364, REG[14]=f8dde763
PC=00000368, REG[13]=0370fbab
PC=0000036c, REG[14]=1fb430a7
PC=00000370, REG[14]=23252c52
PC=00000374, REG[15]=23252c52
PC=00000378, REG[10]=464a58a4
PC=0000037c, ---
PC=00000380, REG[10]=23252c52
PC=00000384, ---
PC=000002b8, REG[15]=23252c52
PC=000002bc, REG[14]=00000052
PC=000002c0, REG[15]=0000005b
PC=000002c4, REG[15]=0000016c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001015c
PC=000002d0, ---
PC=000002d4, REG[15]=0000005b
PC=000002d8, REG[15]=0000005c
PC=000002dc, ---
PC=000002e0, REG[14]=0000005c
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=16916545
PC=00000344, REG[14]=23252c52
PC=00000348, REG[15]=85f50821
PC=0000034c, REG[12]=85f50822
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=4ee99121
PC=00000364, REG[14]=c23f786a
PC=00000368, REG[13]=06c057e6
PC=0000036c, REG[14]=1129098b
PC=00000370, REG[14]=17e96171
PC=00000374, REG[15]=17e96171
PC=00000378, REG[10]=2fd2c2e2
PC=0000037c, ---
PC=00000380, REG[10]=17e96171
PC=00000384, ---
PC=000002b8, REG[15]=17e96171
PC=000002bc, REG[14]=00000171
PC=000002c0, REG[15]=0000005c
PC=000002c4, REG[15]=00000170
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010160
PC=000002d0, ---
PC=000002d4, REG[15]=0000005c
PC=000002d8, REG[15]=0000005d
PC=000002dc, ---
PC=000002e0, REG[14]=0000005d
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=85f50822
PC=00000344, REG[14]=17e96171
PC=00000348, REG[15]=eee54bfa
PC=0000034c, REG[12]=eee54bfb
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=5a94d5fa
PC=00000364, REG[14]=3e222fdd
PC=00000368, REG[13]=2812f893
PC=0000036c, REG[14]=98b705d7
PC=00000370, REG[14]=c0c9fe6a
PC=00000374, REG[15]=c0c9fe6a
PC=00000378, REG[10]=8193fcd4
PC=0000037c, ---
PC=00000380, REG[10]=40c9fe6a
PC=00000384, ---
PC=000002b8, REG[15]=40c9fe6a
PC=000002bc, REG[14]=0000026a
PC=000002c0, REG[15]=0000005d
PC=000002c4, REG[15]=00000174
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010164
PC=000002d0, ---
PC=000002d4, REG[15]=0000005d
PC=000002d8, REG[15]=0000005e
PC=000002dc, ---
PC=000002e0, REG[14]=0000005e
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=eee54bfb
PC=00000344, REG[14]=c0c9fe6a
PC=00000348, REG[15]=7c16e01f
PC=0000034c, REG[12]=7c16e020
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=dd24971f
PC=00000364, REG[14]=a46a4ea2
PC=00000368, REG[13]=477794b1
PC=0000036c, REG[14]=818ee5c1
PC=00000370, REG[14]=c9067a72
PC=00000374, REG[15]=c9067a72
PC=00000378, REG[10]=920cf4e4
PC=0000037c, ---
PC=00000380, REG[10]=49067a72
PC=00000384, ---
PC=000002b8, REG[15]=49067a72
PC=000002bc, REG[14]=00000272
PC=000002c0, REG[15]=0000005e
PC=000002c4, REG[15]=00000178
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010168
PC=000002d0, ---
PC=000002d4, REG[15]=0000005e
PC=000002d8, REG[15]=0000005f
PC=000002dc, ---
PC=000002e0, REG[14]=0000005f
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=7c16e020
PC=00000344, REG[14]=c9067a72
PC=00000348, REG[15]=1bd545a0
PC=0000034c, REG[12]=1bd545a1
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=87c3e5a0
PC=00000364, REG[14]=a93c140a
PC=00000368, REG[13]=251f417f
PC=0000036c, REG[14]=30fff9aa
PC=00000370, REG[14]=561f3b29
PC=00000374, REG[15]=561f3b29
PC=00000378, REG[10]=ac3e7652
PC=0000037c, ---
PC=00000380, REG[10]=561f3b29
PC=00000384, ---
PC=000002b8, REG[15]=561f3b29
PC=000002bc, REG[14]=00000329
PC=000002c0, REG[15]=0000005f
PC=000002c4, REG[15]=0000017c
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=0001016c
PC=000002d0, ---
PC=000002d4, REG[15]=0000005f
PC=000002d8, REG[15]=00000060
PC=000002dc, ---
PC=000002e0, REG[14]=00000060
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=1bd545a1
PC=00000344, REG[14]=561f3b29
PC=00000348, REG[15]=04bd1c4d
PC=0000034c, REG[12]=04bd1c4e
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=8acbb14d
PC=00000364, REG[14]=3cb3bd35
PC=00000368, REG[13]=085391a1
PC=0000036c, REG[14]=c77f6e82
PC=00000370, REG[14]=cfd30023
PC=00000374, REG[15]=cfd30023
PC=00000378, REG[10]=9fa60046
PC=0000037c, ---
PC=00000380, REG[10]=4fd30023
PC=00000384, ---
PC=000002b8, REG[15]=4fd30023
PC=000002bc, REG[14]=00000023
PC=000002c0, REG[15]=00000060
PC=000002c4, REG[15]=00000180
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010170
PC=000002d0, ---
PC=000002d4, REG[15]=00000060
PC=000002d8, REG[15]=00000061
PC=000002dc, ---
PC=000002e0, REG[14]=00000061
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=04bd1c4e
PC=00000344, REG[14]=cfd30023
PC=00000348, REG[15]=47aeabb6
PC=0000034c, REG[12]=47aeabb7
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=d8e651b6
PC=00000364, REG[14]=ad876327
PC=00000368, REG[13]=016ae8d3
PC=0000036c, REG[14]=866db4dd
PC=00000370, REG[14]=87d89db0
PC=00000374, REG[15]=87d89db0
PC=00000378, REG[10]=0fb13b60
PC=0000037c, ---
PC=00000380, REG[10]=07d89db0
PC=00000384, ---
PC=000002b8, REG[15]=07d89db0
PC=000002bc, REG[14]=000001b0
PC=000002c0, REG[15]=00000061
PC=000002c4, REG[15]=00000184
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010174
PC=000002d0, ---
PC=000002d4, REG[15]=00000061
PC=000002d8, REG[15]=00000062
PC=000002dc, ---
PC=000002e0, REG[14]=00000062
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002b0, REG[ 1]=000002b0
PC=000002b4, REG[ 1]=000002b8
PC=00000330, REG[15]=00001000
PC=00000334, REG[16]=00000400
PC=00000338, REG[11]=4c958000
PC=0000033c, REG[11]=4c957f2d
PC=00000340, REG[13]=47aeabb7
PC=00000344, REG[14]=87d89db0
PC=00000348, REG[15]=8666f82b
PC=0000034c, REG[12]=8666f82c
PC=00000350, REG[15]=00000000
PC=00000354, ---
PC=00000358, REG[12]=5851f000
PC=0000035c, REG[12]=5851f42d
PC=00000360, REG[12]=52459b2b
PC=00000364, REG[14]=5ebe07f0
PC=00000368, REG[13]=1571b740
PC=0000036c, REG[14]=b103a31b
PC=00000370, REG[14]=c6755a5b
PC=00000374, REG[15]=c6755a5b
PC=00000378, REG[10]=8ceab4b6
PC=0000037c, ---
PC=00000380, REG[10]=46755a5b
PC=00000384, ---
PC=000002b8, REG[15]=46755a5b
PC=000002bc, REG[14]=0000025b
PC=000002c0, REG[15]=00000062
PC=000002c4, REG[15]=00000188
PC=000002c8, REG[13]=0000fff0
PC=000002cc, REG[15]=00010178
PC=000002d0, ---
PC=000002d4, REG[15]=00000062
PC=000002d8, REG[15]=00000063
PC=000002dc, ---
PC=000002e0, REG[14]=00000063
PC=000002e4, REG[15]=00000062
PC=000002e8, ---
PC=000002ec, REG[15]=0000fe60
PC=000002f0, REG[12]=00000062
PC=000002f4, REG[11]=00000000
PC=000002f8, REG[10]=0000fe60
PC=000002fc, REG[ 1]=000002fc
PC=00000300, REG[ 1]=00000304
PC=0000020c, REG[ 2]=0000fe30
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fe60
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000000
PC=0000022c, REG[15]=00000062
PC=00000230, ---
PC=00000234, REG[12]=00000062
PC=00000238, REG[11]=00000000
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fe00
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fe30
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=00000062
PC=00000120, REG[15]=00000188
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000ffe8
PC=0000012c, REG[15]=0000025b
PC=00000130, ---
PC=00000134, REG[15]=00000000
PC=00000138, REG[15]=ffffffff
PC=0000013c, ---
PC=00000140, REG[15]=00000000
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000000
PC=000001b8, ---
PC=0000014c, REG[15]=00000000
PC=00000150, REG[15]=00000000
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe60
PC=0000015c, REG[15]=0000002d
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=ffffffff
PC=0000016c, REG[15]=00000000
PC=00000170, ---
PC=00000174, REG[15]=00000000
PC=00000178, REG[15]=00000000
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe60
PC=00000184, REG[15]=00000000
PC=00000188, REG[15]=00000000
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe60
PC=00000194, REG[11]=0000fe60
PC=00000198, REG[10]=0000fe60
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe60
PC=000000cc, REG[15]=0000002d
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe60
PC=000000d8, REG[14]=0000002d
PC=000000dc, REG[15]=0000fe60
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe60
PC=000000e8, REG[14]=0000002d
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000000
PC=000001a8, REG[15]=00000001
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000001
PC=000001b8, ---
PC=0000014c, REG[15]=00000001
PC=00000150, REG[15]=00000004
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe64
PC=0000015c, REG[15]=000000cf
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000000
PC=0000016c, REG[15]=00000001
PC=00000170, ---
PC=00000174, REG[15]=00000001
PC=00000178, REG[15]=00000004
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe64
PC=00000184, REG[15]=00000001
PC=00000188, REG[15]=00000004
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe64
PC=00000194, REG[11]=0000fe64
PC=00000198, REG[10]=0000fe64
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe64
PC=000000cc, REG[15]=000000cf
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe64
PC=000000d8, REG[14]=000000cf
PC=000000dc, REG[15]=0000fe64
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe64
PC=000000e8, REG[14]=000000cf
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000001
PC=000001a8, REG[15]=00000002
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000002
PC=000001b8, ---
PC=0000014c, REG[15]=00000002
PC=00000150, REG[15]=00000008
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe68
PC=0000015c, REG[15]=00000246
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000001
PC=0000016c, REG[15]=00000002
PC=00000170, ---
PC=00000174, REG[15]=00000002
PC=00000178, REG[15]=00000008
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe68
PC=00000184, REG[15]=00000002
PC=00000188, REG[15]=00000008
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe68
PC=00000194, REG[11]=0000fe68
PC=00000198, REG[10]=0000fe68
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe68
PC=000000cc, REG[15]=00000246
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe68
PC=000000d8, REG[14]=00000246
PC=000000dc, REG[15]=0000fe68
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe68
PC=000000e8, REG[14]=00000246
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000002
PC=000001a8, REG[15]=00000003
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000003
PC=000001b8, ---
PC=0000014c, REG[15]=00000003
PC=00000150, REG[15]=0000000c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe6c
PC=0000015c, REG[15]=00000129
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=00000168, REG[15]=00000002
PC=0000016c, REG[15]=00000003
PC=00000170, ---
PC=00000174, REG[15]=00000003
PC=00000178, REG[15]=0000000c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe6c
PC=00000184, REG[15]=00000003
PC=00000188, REG[15]=0000000c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe6c
PC=00000194, REG[11]=0000fe6c
PC=00000198, REG[10]=0000fe6c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fdd0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fe00
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe6c
PC=000000cc, REG[15]=00000129
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe6c
PC=000000d8, REG[14]=00000129
PC=000000dc, REG[15]=0000fe6c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe6c
PC=000000e8, REG[14]=00000129
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fe30
PC=000000f8, REG[ 2]=0000fe00
PC=000000fc, ---
PC=000001a4, REG[15]=00000003
PC=000001a8, REG[15]=00000004
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000004
PC=000001b8, ---
PC=0000014c, REG[15]=00000004
PC=00000150, REG[15]=00000010
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe70
PC=0000015c, REG[15]=00000304
PC=00000160, REG[14]=0000025b
PC=00000164, ---
PC=000001a4, REG[15]=00000004
PC=000001a8, REG[15]=00000005
PC=000001ac, ---
PC=000001b0, REG[14]=00000062
PC=000001b4, REG[15]=00000005
PC=000001b8, ---
PC=0000014c, REG[15]=00000005
PC=00000150, REG[15]=00000014
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe74
PC=0000015c, REG[15]=000001b4
