PC=00000000, ---
PC=00000100, REG[15]=00005000
PC=00000104, REG[15]=000048a0
PC=00000108, ---
PC=0000010c, ---
PC=00000148, REG[14]=000008dc
PC=0000014c, REG[15]=000048a0
PC=00000150, ---
PC=00000110, REG[15]=000048a0
PC=00000114, REG[15]=000048a0
PC=00000118, REG[14]=000048a0
PC=0000011c, ---
PC=00000120, REG[14]=000008dc
PC=00000124, REG[15]=000048a0
PC=00000128, ---
PC=0000012c, REG[15]=000048a0
PC=00000130, REG[15]=000048a0
PC=00000134, REG[14]=000008dc
PC=00000138, ---
PC=00000164, REG[15]=000008dc
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=00000060
PC=00000170, REG[14]=000008dc
PC=00000174, REG[14]=0000093c
PC=00000178, REG[15]=000048a0
PC=0000017c, REG[15]=000048a0
PC=00000180, ---
PC=000001bc, REG[15]=000048a0
PC=000001c0, REG[14]=000048a0
PC=000001c4, REG[15]=000008dc
PC=000001c8, ---
PC=000001cc, REG[15]=000048a0
PC=000001d0, REG[15]=00000000
PC=000001d4, REG[15]=00000000
PC=000001d8, REG[14]=000048a0
PC=000001dc, REG[15]=000048a0
PC=000001e0, REG[14]=000008dc
PC=000001e4, ---
PC=00000218, REG[15]=000048a0
PC=0000021c, REG[14]=000008dc
PC=00000220, ---
PC=00000224, REG[15]=00005000
PC=00000228, REG[14]=000048a0
PC=0000022c, ---
PC=00000230, ---
PC=00000234, REG[ 1]=000002d4
PC=00000238, REG[ 8]=0000ff50
PC=0000023c, REG[ 2]=0000ff20
PC=00000240, ---
PC=000002d4, REG[15]=00005000
PC=000002d8, REG[15]=000048a0
PC=000002dc, REG[10]=000048a0
PC=000002e0, REG[ 1]=00000444
PC=000002e4, REG[ 8]=0000ff80
PC=000002e8, REG[ 2]=0000ff50
PC=000002ec, ---
PC=00000444, ---
PC=00000448, REG[15]=000048a0
PC=0000044c, ---
PC=00000458, REG[15]=000048a0
PC=0000045c, ---
PC=00000460, REG[15]=000048a0
PC=00000464, REG[15]=000008dc
PC=00000468, ---
PC=0000046c, ---
PC=00000398, REG[15]=000008dc
PC=0000039c, REG[15]=0000000c
PC=000003a0, REG[14]=0000000c
PC=000003a4, ---
PC=000003a8, REG[15]=000008dc
PC=000003ac, REG[15]=0000000c
PC=000003b0, REG[14]=0000000c
PC=000003b4, ---
PC=000003b8, REG[15]=000008dc
PC=000003bc, REG[14]=000048a0
PC=000003c0, REG[15]=000048a0
PC=000003c4, ---
PC=000003c8, ---
PC=00000408, REG[15]=00005000
PC=0000040c, REG[14]=000048a0
PC=00000410, ---
PC=00000414, REG[15]=000008dc
PC=00000418, REG[15]=000008e4
PC=0000041c, ---
PC=00000420, REG[15]=000008e4
PC=00000424, ---
PC=00000470, REG[10]=000008e4
PC=00000474, REG[ 1]=000004f8
PC=00000478, REG[ 8]=0000ffb0
PC=0000047c, REG[ 2]=0000ff80
PC=00000480, ---
PC=000004f8, ---
PC=000004fc, REG[15]=000008e4
PC=00000500, REG[14]=00000007
PC=00000504, ---
PC=00000508, REG[15]=000008e4
PC=0000050c, REG[14]=00000000
PC=00000510, ---
PC=00000514, REG[15]=000008e4
PC=00000518, ---
PC=0000051c, REG[15]=000008e4
PC=00000520, REG[10]=000008e4
PC=00000524, REG[ 1]=000005ec
PC=00000528, REG[ 8]=0000ffe0
PC=0000052c, REG[ 2]=0000ffb0
PC=00000530, ---
PC=000005ec, ---
PC=000005f0, REG[15]=0000ffec
PC=000005f4, REG[15]=000008a8
PC=000005f8, REG[15]=00000001
PC=000005fc, REG[14]=00000000
PC=00000600, ---
PC=00000604, REG[15]=0000ffec
PC=00000608, REG[14]=000008a8
PC=0000060c, REG[15]=000008e4
PC=00000610, ---
PC=00000614, REG[15]=0000ffec
PC=00000618, REG[14]=000008e4
PC=0000061c, ---
PC=00000620, ---
PC=0000066c, ---
PC=00000670, REG[ 1]=00000720
PC=00000674, REG[ 8]=00010000
PC=00000678, REG[ 2]=0000ffe0
PC=0000067c, ---
PC=00000720, ---
PC=00000734, REG[15]=0000ffec
PC=00000738, REG[10]=0000ffec
PC=0000073c, REG[ 1]=0000073c
PC=00000740, REG[ 1]=00000744
PC=00000680, REG[ 2]=0000ffc0
PC=00000684, ---
PC=00000688, REG[ 8]=0000ffe0
PC=0000068c, ---
PC=00000690, REG[15]=0000ffec
PC=00000694, REG[15]=000008e4
PC=00000698, REG[15]=00000000
PC=0000069c, REG[15]=00000000
PC=000006a0, REG[10]=00000000
PC=000006a4, REG[ 8]=00010000
PC=000006a8, REG[ 2]=0000ffe0
PC=000006ac, ---
PC=00000744, REG[15]=00000000
PC=00000748, ---
PC=00000724, REG[15]=0000ffec
PC=00000728, REG[10]=0000ffec
PC=0000072c, REG[ 1]=0000072c
PC=00000730, REG[ 1]=00000734
PC=00000560, REG[ 2]=0000ffb0
PC=00000564, ---
PC=00000568, ---
PC=0000056c, REG[ 8]=0000ffe0
PC=00000570, ---
PC=00000574, REG[15]=0000ffec
PC=00000578, REG[15]=000008e4
PC=0000057c, ---
PC=00000580, REG[15]=0000ffec
PC=00000584, REG[15]=000008e4
PC=00000588, REG[14]=000008a8
PC=0000058c, REG[15]=0000ffec
PC=00000590, ---
PC=00000594, REG[10]=000008e4
PC=00000598, REG[ 1]=00000598
PC=0000059c, REG[ 1]=000005a0
PC=000000b4, REG[ 2]=0000ff80
PC=000000b8, ---
PC=000000bc, ---
PC=000000c0, REG[ 8]=0000ffb0
PC=000000c4, ---
PC=000000c8, REG[14]=000008e4
PC=000000cc, REG[15]=00001000
PC=000000d0, REG[15]=000008a0
PC=000000d4, ---
PC=000000d8, REG[15]=00005000
PC=000000dc, REG[15]=000048a0
PC=000000e0, REG[14]=000008e4
PC=000000e4, ---
PC=000000f4, REG[15]=000008e4
PC=000000f8, REG[15]=000008dc
PC=000000fc, ---
PC=00000100, REG[15]=00005000
PC=00000104, REG[15]=000048a0
PC=00000108, ---
PC=0000010c, ---
PC=00000148, REG[14]=000008dc
PC=0000014c, REG[15]=000048a0
PC=00000150, ---
PC=00000110, REG[15]=000048a0
PC=00000114, REG[15]=000048a0
PC=00000118, REG[14]=000048a0
PC=0000011c, ---
PC=00000120, REG[14]=000008dc
PC=00000124, REG[15]=000048a0
PC=00000128, ---
PC=0000012c, REG[15]=000048a0
PC=00000130, REG[15]=000048a0
PC=00000134, REG[14]=000008dc
PC=00000138, ---
PC=00000164, REG[15]=000008dc
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=00000060
PC=00000170, REG[14]=000008dc
PC=00000174, REG[14]=0000093c
PC=00000178, REG[15]=000048a0
PC=0000017c, REG[15]=000048a0
PC=00000180, ---
PC=000001bc, REG[15]=000048a0
PC=000001c0, REG[14]=000048a0
PC=000001c4, REG[15]=000008dc
PC=000001c8, ---
PC=000001cc, REG[15]=000048a0
PC=000001d0, REG[15]=00000000
PC=000001d4, REG[15]=00000000
PC=000001d8, REG[14]=000048a0
PC=000001dc, REG[15]=000048a0
PC=000001e0, REG[14]=000008dc
PC=000001e4, ---
PC=00000218, REG[15]=000048a0
PC=0000021c, REG[14]=000008dc
PC=00000220, ---
PC=00000224, REG[15]=00005000
PC=00000228, REG[14]=000048a0
PC=0000022c, ---
PC=00000230, ---
PC=00000234, REG[ 1]=000005a0
PC=00000238, REG[ 8]=0000ffe0
PC=0000023c, REG[ 2]=0000ffb0
PC=00000240, ---
PC=000005a0, ---
PC=000005a4, REG[ 1]=00000734
PC=000005a8, REG[ 8]=00010000
PC=000005ac, REG[ 2]=0000ffe0
PC=000005b0, ---
PC=00000734, REG[15]=0000ffec
PC=00000738, REG[10]=0000ffec
PC=0000073c, REG[ 1]=0000073c
PC=00000740, REG[ 1]=00000744
PC=00000680, REG[ 2]=0000ffc0
PC=00000684, ---
PC=00000688, REG[ 8]=0000ffe0
PC=0000068c, ---
PC=00000690, REG[15]=0000ffec
PC=00000694, REG[15]=000008a8
PC=00000698, REG[15]=00000000
PC=0000069c, REG[15]=00000000
PC=000006a0, REG[10]=00000000
PC=000006a4, REG[ 8]=00010000
PC=000006a8, REG[ 2]=0000ffe0
PC=000006ac, ---
PC=00000744, REG[15]=00000000
PC=00000748, ---
PC=00000724, REG[15]=0000ffec
PC=00000728, REG[10]=0000ffec
PC=0000072c, REG[ 1]=0000072c
PC=00000730, REG[ 1]=00000734
PC=00000560, REG[ 2]=0000ffb0
PC=00000564, ---
PC=00000568, ---
PC=0000056c, REG[ 8]=0000ffe0
PC=00000570, ---
PC=00000574, REG[15]=0000ffec
PC=00000578, REG[15]=000008a8
PC=0000057c, ---
PC=00000580, REG[15]=0000ffec
PC=00000584, REG[15]=000008a8
PC=00000588, REG[14]=000008bc
PC=0000058c, REG[15]=0000ffec
PC=00000590, ---
PC=00000594, REG[10]=000008a8
PC=00000598, REG[ 1]=00000598
PC=0000059c, REG[ 1]=000005a0
PC=000000b4, REG[ 2]=0000ff80
PC=000000b8, ---
PC=000000bc, ---
PC=000000c0, REG[ 8]=0000ffb0
PC=000000c4, ---
PC=000000c8, REG[14]=000008a8
PC=000000cc, REG[15]=00001000
PC=000000d0, REG[15]=000008a0
PC=000000d4, ---
PC=000000d8, REG[15]=00005000
PC=000000dc, REG[15]=000048a0
PC=000000e0, REG[14]=000008a8
PC=000000e4, ---
PC=000000f4, REG[15]=000008a8
PC=000000f8, REG[15]=000008a0
PC=000000fc, ---
PC=00000100, REG[15]=00005000
PC=00000104, REG[15]=000048a0
PC=00000108, ---
PC=0000010c, ---
PC=00000148, REG[14]=000008a0
PC=0000014c, REG[15]=000048a0
PC=00000150, ---
PC=00000110, REG[15]=000048a0
PC=00000114, REG[15]=000008dc
PC=00000118, REG[14]=000048a0
PC=0000011c, ---
PC=00000120, REG[14]=000008a0
PC=00000124, REG[15]=000048a0
PC=00000128, ---
PC=0000012c, REG[15]=000048a0
PC=00000130, REG[15]=000008dc
PC=00000134, REG[14]=000008a0
PC=00000138, ---
PC=00000164, REG[15]=000008a0
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=00000060
PC=00000170, REG[14]=000008a0
PC=00000174, REG[14]=00000900
PC=00000178, REG[15]=000048a0
PC=0000017c, REG[15]=000008dc
PC=00000180, ---
PC=000001bc, REG[15]=000048a0
PC=000001c0, REG[14]=000008dc
PC=000001c4, REG[15]=000008a0
PC=000001c8, ---
PC=000001cc, REG[15]=000048a0
PC=000001d0, REG[15]=00000000
PC=000001d4, REG[15]=00000000
PC=000001d8, REG[14]=000048a0
PC=000001dc, REG[15]=000048a0
PC=000001e0, REG[14]=000008a0
PC=000001e4, ---
PC=00000218, REG[15]=000048a0
PC=0000021c, REG[14]=000008a0
PC=00000220, ---
PC=00000224, REG[15]=00005000
PC=00000228, REG[14]=000048a0
PC=0000022c, ---
PC=00000230, ---
PC=00000234, REG[ 1]=000005a0
PC=00000238, REG[ 8]=0000ffe0
PC=0000023c, REG[ 2]=0000ffb0
PC=00000240, ---
PC=000005a0, ---
PC=000005a4, REG[ 1]=00000734
PC=000005a8, REG[ 8]=00010000
PC=000005ac, REG[ 2]=0000ffe0
PC=000005b0, ---
PC=00000734, REG[15]=0000ffec
PC=00000738, REG[10]=0000ffec
PC=0000073c, REG[ 1]=0000073c
PC=00000740, REG[ 1]=00000744
PC=00000680, REG[ 2]=0000ffc0
PC=00000684, ---
PC=00000688, REG[ 8]=0000ffe0
PC=0000068c, ---
PC=00000690, REG[15]=0000ffec
PC=00000694, REG[15]=000008bc
PC=00000698, REG[15]=00000000
PC=0000069c, REG[15]=00000000
PC=000006a0, REG[10]=00000000
PC=000006a4, REG[ 8]=00010000
PC=000006a8, REG[ 2]=0000ffe0
PC=000006ac, ---
PC=00000744, REG[15]=00000000
PC=00000748, ---
PC=00000724, REG[15]=0000ffec
PC=00000728, REG[10]=0000ffec
PC=0000072c, REG[ 1]=0000072c
PC=00000730, REG[ 1]=00000734
PC=00000560, REG[ 2]=0000ffb0
PC=00000564, ---
PC=00000568, ---
PC=0000056c, REG[ 8]=0000ffe0
PC=00000570, ---
PC=00000574, REG[15]=0000ffec
PC=00000578, REG[15]=000008bc
PC=0000057c, ---
PC=00000580, REG[15]=0000ffec
PC=00000584, REG[15]=000008bc
PC=00000588, REG[14]=000008d0
PC=0000058c, REG[15]=0000ffec
PC=00000590, ---
PC=00000594, REG[10]=000008bc
PC=00000598, REG[ 1]=00000598
PC=0000059c, REG[ 1]=000005a0
PC=000000b4, REG[ 2]=0000ff80
PC=000000b8, ---
PC=000000bc, ---
PC=000000c0, REG[ 8]=0000ffb0
PC=000000c4, ---
PC=000000c8, REG[14]=000008bc
PC=000000cc, REG[15]=00001000
PC=000000d0, REG[15]=000008a0
PC=000000d4, ---
PC=000000d8, REG[15]=00005000
PC=000000dc, REG[15]=000048a0
PC=000000e0, REG[14]=000008bc
PC=000000e4, ---
PC=000000f4, REG[15]=000008bc
PC=000000f8, REG[15]=000008b4
PC=000000fc, ---
PC=00000100, REG[15]=00005000
PC=00000104, REG[15]=000048a0
PC=00000108, ---
PC=0000010c, ---
PC=00000148, REG[14]=000008b4
PC=0000014c, REG[15]=000048a0
PC=00000150, ---
PC=00000110, REG[15]=000048a0
PC=00000114, REG[15]=000008a0
PC=00000118, REG[14]=000048a0
PC=0000011c, ---
PC=00000120, REG[14]=000008b4
PC=00000124, REG[15]=000048a0
PC=00000128, ---
PC=0000012c, REG[15]=000048a0
PC=00000130, REG[15]=000008a0
PC=00000134, REG[14]=000008b4
PC=00000138, ---
PC=0000013c, REG[15]=000048a0
PC=00000140, REG[15]=000008a0
PC=00000144, ---
PC=00000148, REG[14]=000008b4
PC=0000014c, REG[15]=000008a0
PC=00000150, ---
PC=00000154, REG[15]=000008a0
PC=00000158, REG[15]=000008dc
PC=0000015c, REG[14]=000008b4
PC=00000160, ---
PC=00000164, REG[15]=000008b4
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=00000060
PC=00000170, REG[14]=000008b4
PC=00000174, REG[14]=00000914
PC=00000178, REG[15]=000008a0
PC=0000017c, REG[15]=000008dc
PC=00000180, ---
PC=000001bc, REG[15]=000008a0
PC=000001c0, REG[14]=000008dc
PC=000001c4, REG[15]=000008b4
PC=000001c8, ---
PC=000001cc, REG[15]=000008a0
PC=000001d0, REG[15]=0000000c
PC=000001d4, REG[15]=00000060
PC=000001d8, REG[14]=000008a0
PC=000001dc, REG[15]=00000900
PC=000001e0, REG[14]=000008b4
PC=000001e4, ---
PC=00000218, REG[15]=000008a0
PC=0000021c, REG[14]=000008b4
PC=00000220, ---
PC=00000224, REG[15]=00005000
PC=00000228, REG[14]=000008a0
PC=0000022c, ---
PC=00000230, ---
PC=00000234, REG[ 1]=000005a0
PC=00000238, REG[ 8]=0000ffe0
PC=0000023c, REG[ 2]=0000ffb0
PC=00000240, ---
PC=000005a0, ---
PC=000005a4, REG[ 1]=00000734
PC=000005a8, REG[ 8]=00010000
PC=000005ac, REG[ 2]=0000ffe0
PC=000005b0, ---
PC=00000734, REG[15]=0000ffec
PC=00000738, REG[10]=0000ffec
PC=0000073c, REG[ 1]=0000073c
PC=00000740, REG[ 1]=00000744
PC=00000680, REG[ 2]=0000ffc0
PC=00000684, ---
PC=00000688, REG[ 8]=0000ffe0
PC=0000068c, ---
PC=00000690, REG[15]=0000ffec
PC=00000694, REG[15]=000008d0
PC=00000698, REG[15]=00000000
PC=0000069c, REG[15]=00000000
PC=000006a0, REG[10]=00000000
PC=000006a4, REG[ 8]=00010000
PC=000006a8, REG[ 2]=0000ffe0
PC=000006ac, ---
PC=00000744, REG[15]=00000000
PC=00000748, ---
PC=00000724, REG[15]=0000ffec
PC=00000728, REG[10]=0000ffec
PC=0000072c, REG[ 1]=0000072c
PC=00000730, REG[ 1]=00000734
PC=00000560, REG[ 2]=0000ffb0
PC=00000564, ---
PC=00000568, ---
PC=0000056c, REG[ 8]=0000ffe0
PC=00000570, ---
PC=00000574, REG[15]=0000ffec
PC=00000578, REG[15]=000008d0
PC=0000057c, ---
PC=00000580, REG[15]=0000ffec
PC=00000584, REG[15]=000008d0
PC=00000588, REG[14]=00000000
PC=0000058c, REG[15]=0000ffec
PC=00000590, ---
PC=00000594, REG[10]=000008d0
PC=00000598, REG[ 1]=00000598
PC=0000059c, REG[ 1]=000005a0
PC=000000b4, REG[ 2]=0000ff80
PC=000000b8, ---
PC=000000bc, ---
PC=000000c0, REG[ 8]=0000ffb0
PC=000000c4, ---
PC=000000c8, REG[14]=000008d0
PC=000000cc, REG[15]=00001000
PC=000000d0, REG[15]=000008a0
PC=000000d4, ---
PC=000000d8, REG[15]=00005000
PC=000000dc, REG[15]=000048a0
PC=000000e0, REG[14]=000008d0
PC=000000e4, ---
PC=000000f4, REG[15]=000008d0
PC=000000f8, REG[15]=000008c8
PC=000000fc, ---
PC=00000100, REG[15]=00005000
PC=00000104, REG[15]=000008a0
PC=00000108, ---
PC=0000010c, ---
PC=00000148, REG[14]=000008c8
PC=0000014c, REG[15]=000008a0
PC=00000150, ---
PC=00000154, REG[15]=000008a0
PC=00000158, REG[15]=000008b4
PC=0000015c, REG[14]=000008c8
PC=00000160, ---
PC=00000110, REG[15]=000008a0
PC=00000114, REG[15]=000008b4
PC=00000118, REG[14]=000008a0
PC=0000011c, ---
PC=0000013c, REG[15]=000008a0
PC=00000140, REG[15]=000008b4
PC=00000144, ---
PC=00000148, REG[14]=000008c8
PC=0000014c, REG[15]=000008b4
PC=00000150, ---
PC=00000154, REG[15]=000008b4
PC=00000158, REG[15]=000008dc
PC=0000015c, REG[14]=000008c8
PC=00000160, ---
PC=00000164, REG[15]=000008c8
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=00000060
PC=00000170, REG[14]=000008c8
PC=00000174, REG[14]=00000928
PC=00000178, REG[15]=000008b4
PC=0000017c, REG[15]=000008dc
PC=00000180, ---
PC=000001bc, REG[15]=000008b4
PC=000001c0, REG[14]=000008dc
PC=000001c4, REG[15]=000008c8
PC=000001c8, ---
PC=000001cc, REG[15]=000008b4
PC=000001d0, REG[15]=0000000c
PC=000001d4, REG[15]=00000060
PC=000001d8, REG[14]=000008b4
PC=000001dc, REG[15]=00000914
PC=000001e0, REG[14]=000008c8
PC=000001e4, ---
PC=00000218, REG[15]=000008b4
PC=0000021c, REG[14]=000008c8
PC=00000220, ---
PC=00000224, REG[15]=00005000
PC=00000228, REG[14]=000008b4
PC=0000022c, ---
PC=00000230, ---
PC=00000234, REG[ 1]=000005a0
PC=00000238, REG[ 8]=0000ffe0
PC=0000023c, REG[ 2]=0000ffb0
PC=00000240, ---
PC=000005a0, ---
PC=000005a4, REG[ 1]=00000734
PC=000005a8, REG[ 8]=00010000
PC=000005ac, REG[ 2]=0000ffe0
PC=000005b0, ---
PC=00000734, REG[15]=0000ffec
PC=00000738, REG[10]=0000ffec
PC=0000073c, REG[ 1]=0000073c
PC=00000740, REG[ 1]=00000744
PC=00000680, REG[ 2]=0000ffc0
PC=00000684, ---
PC=00000688, REG[ 8]=0000ffe0
PC=0000068c, ---
PC=00000690, REG[15]=0000ffec
PC=00000694, REG[15]=00000000
PC=00000698, REG[15]=00000001
PC=0000069c, REG[15]=00000001
PC=000006a0, REG[10]=00000001
PC=000006a4, REG[ 8]=00010000
PC=000006a8, REG[ 2]=0000ffe0
PC=000006ac, ---
PC=00000744, REG[15]=00000001
PC=00000748, ---
PC=0000074c, REG[15]=00000000
PC=00000750, REG[10]=00000000
PC=00000754, REG[ 1]=000000a0
PC=00000758, REG[ 8]=00010000
PC=0000075c, REG[ 2]=00010000
PC=00000760, ---
PC=000000a0, REG[ 2]=000100a0
PC=000000a4, REG[ 2]=00010000
PC=000000a8, ---
PC=000000ac, ---
PC=000000b0, ---
